RUN	com.micropos.RecordedSimulation	recordedsimulation	1656681590769	 	3.3.1
REQUEST	56		request_2	1656681596512	1656681596570	OK	 
REQUEST	56		request_3	1656681596571	1656681596585	OK	 
USER	TestPos	58	START	1656681596616	1656681596616
REQUEST	58		request_0	1656681596616	1656681596622	OK	 
REQUEST	58		request_1	1656681596623	1656681596629	OK	 
REQUEST	55		request_6	1656681596570	1656681596629	OK	 
USER	TestPos	55	END	1656681596439	1656681596630
REQUEST	57		request_2	1656681596570	1656681596630	OK	 
REQUEST	57		request_3	1656681596631	1656681596645	OK	 
REQUEST	58		request_2	1656681596629	1656681596653	OK	 
REQUEST	56		request_4	1656681596585	1656681596654	OK	 
REQUEST	58		request_3	1656681596654	1656681596670	OK	 
USER	TestPos	59	START	1656681596679	1656681596679
REQUEST	56		request_5	1656681596655	1656681596680	OK	 
REQUEST	57		request_4	1656681596646	1656681596680	OK	 
REQUEST	59		request_0	1656681596680	1656681596686	OK	 
REQUEST	59		request_1	1656681596686	1656681596690	OK	 
REQUEST	56		request_6	1656681596680	1656681596718	OK	 
USER	TestPos	56	END	1656681596498	1656681596718
REQUEST	57		request_5	1656681596681	1656681596729	OK	 
REQUEST	59		request_2	1656681596690	1656681596730	OK	 
REQUEST	58		request_4	1656681596670	1656681596730	OK	 
USER	TestPos	60	START	1656681596737	1656681596737
REQUEST	60		request_0	1656681596738	1656681596747	OK	 
REQUEST	60		request_1	1656681596747	1656681596750	OK	 
REQUEST	57		request_6	1656681596730	1656681596765	OK	 
REQUEST	59		request_3	1656681596730	1656681596765	OK	 
USER	TestPos	57	END	1656681596556	1656681596765
REQUEST	58		request_5	1656681596730	1656681596769	OK	 
REQUEST	60		request_2	1656681596751	1656681596779	OK	 
USER	TestPos	61	START	1656681596791	1656681596791
REQUEST	58		request_6	1656681596769	1656681596798	OK	 
USER	TestPos	58	END	1656681596616	1656681596798
REQUEST	61		request_0	1656681596793	1656681596801	OK	 
REQUEST	61		request_1	1656681596801	1656681596805	OK	 
REQUEST	60		request_3	1656681596780	1656681596813	OK	 
REQUEST	59		request_4	1656681596765	1656681596814	OK	 
REQUEST	61		request_2	1656681596805	1656681596822	OK	 
REQUEST	59		request_5	1656681596814	1656681596827	OK	 
REQUEST	61		request_3	1656681596823	1656681596846	OK	 
REQUEST	60		request_4	1656681596813	1656681596846	OK	 
USER	TestPos	62	START	1656681596848	1656681596848
REQUEST	62		request_0	1656681596848	1656681596855	OK	 
REQUEST	62		request_1	1656681596855	1656681596859	OK	 
REQUEST	59		request_6	1656681596828	1656681596865	OK	 
USER	TestPos	59	END	1656681596679	1656681596865
REQUEST	60		request_5	1656681596847	1656681596874	OK	 
REQUEST	62		request_2	1656681596860	1656681596876	OK	 
REQUEST	61		request_4	1656681596846	1656681596896	OK	 
USER	TestPos	63	START	1656681596906	1656681596906
REQUEST	60		request_6	1656681596876	1656681596913	OK	 
USER	TestPos	60	END	1656681596737	1656681596914
REQUEST	62		request_3	1656681596878	1656681596914	OK	 
REQUEST	63		request_0	1656681596906	1656681596917	OK	 
REQUEST	63		request_1	1656681596917	1656681596921	OK	 
REQUEST	61		request_5	1656681596897	1656681596929	OK	 
REQUEST	63		request_2	1656681596921	1656681596943	OK	 
REQUEST	62		request_4	1656681596915	1656681596945	OK	 
REQUEST	61		request_6	1656681596930	1656681596963	OK	 
USER	TestPos	61	END	1656681596791	1656681596963
USER	TestPos	64	START	1656681596966	1656681596966
REQUEST	64		request_0	1656681596966	1656681596975	OK	 
REQUEST	62		request_5	1656681596946	1656681596979	OK	 
REQUEST	63		request_3	1656681596945	1656681596980	OK	 
REQUEST	64		request_1	1656681596976	1656681596981	OK	 
REQUEST	62		request_6	1656681596980	1656681597006	OK	 
USER	TestPos	62	END	1656681596848	1656681597006
REQUEST	64		request_2	1656681596981	1656681597008	OK	 
REQUEST	63		request_4	1656681596980	1656681597021	OK	 
REQUEST	64		request_3	1656681597008	1656681597022	OK	 
USER	TestPos	65	START	1656681597031	1656681597031
REQUEST	63		request_5	1656681597021	1656681597036	OK	 
REQUEST	65		request_0	1656681597032	1656681597038	OK	 
REQUEST	65		request_1	1656681597039	1656681597044	OK	 
REQUEST	63		request_6	1656681597036	1656681597067	OK	 
USER	TestPos	63	END	1656681596906	1656681597068
REQUEST	65		request_2	1656681597045	1656681597073	OK	 
REQUEST	64		request_4	1656681597022	1656681597075	OK	 
USER	TestPos	66	START	1656681597089	1656681597089
REQUEST	65		request_3	1656681597074	1656681597090	OK	 
REQUEST	64		request_5	1656681597076	1656681597096	OK	 
REQUEST	66		request_0	1656681597090	1656681597099	OK	 
REQUEST	66		request_1	1656681597099	1656681597104	OK	 
REQUEST	64		request_6	1656681597096	1656681597130	OK	 
USER	TestPos	64	END	1656681596966	1656681597130
REQUEST	65		request_4	1656681597091	1656681597133	OK	 
REQUEST	66		request_2	1656681597104	1656681597133	KO	jsonPath($.id).find.exists, found nothing
ERROR	request_3: Failed to build request: No attribute named 'cartId' is defined 	1656681597139
USER	TestPos	67	START	1656681597148	1656681597148
ERROR	request_4: Failed to build request: No attribute named 'cartId' is defined 	1656681597149
ERROR	request_5: Failed to build request: No attribute named 'cartId' is defined 	1656681597150
ERROR	request_6: Failed to build request: No attribute named 'cartId' is defined 	1656681597150
USER	TestPos	66	END	1656681597089	1656681597151
REQUEST	65		request_5	1656681597134	1656681597151	OK	 
REQUEST	67		request_0	1656681597148	1656681597156	OK	 
REQUEST	67		request_1	1656681597156	1656681597164	OK	 
REQUEST	65		request_6	1656681597152	1656681597180	OK	 
USER	TestPos	65	END	1656681597031	1656681597181
REQUEST	67		request_2	1656681597164	1656681597195	OK	 
USER	TestPos	68	START	1656681597205	1656681597205
REQUEST	67		request_3	1656681597196	1656681597208	OK	 
REQUEST	68		request_0	1656681597206	1656681597216	OK	 
REQUEST	68		request_1	1656681597216	1656681597220	OK	 
REQUEST	67		request_4	1656681597210	1656681597231	OK	 
REQUEST	68		request_2	1656681597220	1656681597243	OK	 
REQUEST	67		request_5	1656681597232	1656681597248	OK	 
REQUEST	68		request_3	1656681597244	1656681597263	OK	 
USER	TestPos	69	START	1656681597271	1656681597271
REQUEST	69		request_0	1656681597272	1656681597281	OK	 
REQUEST	67		request_6	1656681597248	1656681597282	OK	 
USER	TestPos	67	END	1656681597148	1656681597282
REQUEST	69		request_1	1656681597282	1656681597286	OK	 
REQUEST	68		request_4	1656681597263	1656681597302	OK	 
REQUEST	69		request_2	1656681597286	1656681597314	OK	 
REQUEST	68		request_5	1656681597302	1656681597318	OK	 
USER	TestPos	70	START	1656681597327	1656681597327
REQUEST	69		request_3	1656681597315	1656681597332	OK	 
REQUEST	70		request_0	1656681597328	1656681597335	OK	 
REQUEST	70		request_1	1656681597335	1656681597339	OK	 
REQUEST	68		request_6	1656681597318	1656681597348	OK	 
USER	TestPos	68	END	1656681597205	1656681597348
REQUEST	70		request_2	1656681597339	1656681597368	OK	 
REQUEST	69		request_4	1656681597333	1656681597368	OK	 
USER	TestPos	71	START	1656681597376	1656681597376
REQUEST	71		request_0	1656681597378	1656681597386	OK	 
REQUEST	69		request_5	1656681597369	1656681597389	OK	 
REQUEST	70		request_3	1656681597368	1656681597389	OK	 
REQUEST	71		request_1	1656681597387	1656681597391	OK	 
REQUEST	69		request_6	1656681597389	1656681597424	OK	 
USER	TestPos	69	END	1656681597271	1656681597426
REQUEST	71		request_2	1656681597391	1656681597426	OK	 
REQUEST	70		request_4	1656681597390	1656681597440	OK	 
USER	TestPos	72	START	1656681597440	1656681597440
REQUEST	71		request_3	1656681597428	1656681597443	OK	 
REQUEST	72		request_0	1656681597440	1656681597449	OK	 
REQUEST	72		request_1	1656681597449	1656681597453	OK	 
REQUEST	70		request_5	1656681597441	1656681597456	OK	 
REQUEST	72		request_2	1656681597453	1656681597472	OK	 
REQUEST	71		request_4	1656681597444	1656681597472	OK	 
REQUEST	70		request_6	1656681597457	1656681597490	OK	 
USER	TestPos	70	END	1656681597327	1656681597491
USER	TestPos	73	START	1656681597496	1656681597496
REQUEST	73		request_0	1656681597497	1656681597503	OK	 
REQUEST	73		request_1	1656681597503	1656681597507	OK	 
REQUEST	72		request_3	1656681597473	1656681597507	OK	 
REQUEST	71		request_5	1656681597473	1656681597513	OK	 
REQUEST	71		request_6	1656681597513	1656681597552	OK	 
USER	TestPos	71	END	1656681597376	1656681597552
REQUEST	73		request_2	1656681597507	1656681597552	OK	 
USER	TestPos	74	START	1656681597560	1656681597560
REQUEST	73		request_3	1656681597553	1656681597564	OK	 
REQUEST	74		request_0	1656681597561	1656681597568	OK	 
REQUEST	74		request_1	1656681597568	1656681597571	OK	 
REQUEST	72		request_4	1656681597507	1656681597605	OK	 
REQUEST	74		request_2	1656681597572	1656681597605	OK	 
REQUEST	73		request_4	1656681597565	1656681597606	OK	 
USER	TestPos	75	START	1656681597620	1656681597620
REQUEST	72		request_5	1656681597606	1656681597625	OK	 
REQUEST	75		request_0	1656681597620	1656681597630	OK	 
REQUEST	75		request_1	1656681597630	1656681597634	OK	 
REQUEST	74		request_3	1656681597606	1656681597634	OK	 
REQUEST	73		request_5	1656681597606	1656681597638	OK	 
REQUEST	72		request_6	1656681597627	1656681597671	OK	 
USER	TestPos	72	END	1656681597440	1656681597672
REQUEST	75		request_2	1656681597634	1656681597672	OK	 
USER	TestPos	76	START	1656681597677	1656681597677
REQUEST	76		request_0	1656681597678	1656681597685	OK	 
REQUEST	76		request_1	1656681597685	1656681597688	OK	 
REQUEST	73		request_6	1656681597638	1656681597691	OK	 
USER	TestPos	73	END	1656681597496	1656681597693
REQUEST	74		request_4	1656681597635	1656681597705	OK	 
REQUEST	75		request_3	1656681597673	1656681597705	OK	 
REQUEST	76		request_2	1656681597689	1656681597716	OK	 
REQUEST	74		request_5	1656681597705	1656681597721	OK	 
REQUEST	76		request_3	1656681597717	1656681597735	OK	 
USER	TestPos	77	START	1656681597741	1656681597741
REQUEST	77		request_0	1656681597742	1656681597751	OK	 
REQUEST	77		request_1	1656681597751	1656681597754	OK	 
REQUEST	74		request_6	1656681597722	1656681597758	OK	 
USER	TestPos	74	END	1656681597560	1656681597759
REQUEST	75		request_4	1656681597706	1656681597762	OK	 
REQUEST	76		request_4	1656681597736	1656681597779	OK	 
REQUEST	77		request_2	1656681597755	1656681597780	OK	 
REQUEST	75		request_5	1656681597762	1656681597784	OK	 
USER	TestPos	78	START	1656681597798	1656681597798
REQUEST	77		request_3	1656681597780	1656681597805	OK	 
REQUEST	78		request_0	1656681597799	1656681597806	OK	 
REQUEST	76		request_5	1656681597780	1656681597812	OK	 
REQUEST	78		request_1	1656681597807	1656681597814	OK	 
REQUEST	75		request_6	1656681597784	1656681597832	OK	 
USER	TestPos	75	END	1656681597620	1656681597833
REQUEST	78		request_2	1656681597815	1656681597849	OK	 
USER	TestPos	79	START	1656681597860	1656681597860
REQUEST	76		request_6	1656681597813	1656681597865	OK	 
USER	TestPos	76	END	1656681597677	1656681597865
REQUEST	77		request_4	1656681597805	1656681597866	OK	 
REQUEST	79		request_0	1656681597861	1656681597871	OK	 
REQUEST	79		request_1	1656681597871	1656681597879	OK	 
REQUEST	78		request_3	1656681597850	1656681597886	OK	 
REQUEST	77		request_5	1656681597866	1656681597890	OK	 
REQUEST	79		request_2	1656681597879	1656681597896	OK	 
USER	TestPos	80	START	1656681597908	1656681597908
REQUEST	80		request_0	1656681597909	1656681597918	OK	 
REQUEST	80		request_1	1656681597918	1656681597922	OK	 
REQUEST	77		request_6	1656681597891	1656681597930	OK	 
USER	TestPos	77	END	1656681597741	1656681597931
REQUEST	79		request_3	1656681597896	1656681597936	OK	 
REQUEST	78		request_4	1656681597886	1656681597938	OK	 
REQUEST	80		request_2	1656681597923	1656681597939	OK	 
REQUEST	78		request_5	1656681597938	1656681597963	OK	 
REQUEST	80		request_3	1656681597940	1656681597963	OK	 
USER	TestPos	81	START	1656681597972	1656681597972
REQUEST	79		request_4	1656681597937	1656681597980	OK	 
REQUEST	81		request_0	1656681597973	1656681597983	OK	 
REQUEST	81		request_1	1656681597983	1656681597988	OK	 
REQUEST	78		request_6	1656681597963	1656681598005	OK	 
USER	TestPos	78	END	1656681597798	1656681598005
REQUEST	80		request_4	1656681597964	1656681598006	OK	 
REQUEST	81		request_2	1656681597988	1656681598019	OK	 
REQUEST	79		request_5	1656681597981	1656681598022	OK	 
REQUEST	80		request_5	1656681598006	1656681598028	OK	 
USER	TestPos	82	START	1656681598028	1656681598028
REQUEST	82		request_0	1656681598029	1656681598035	OK	 
REQUEST	82		request_1	1656681598035	1656681598039	OK	 
REQUEST	81		request_3	1656681598019	1656681598047	OK	 
REQUEST	79		request_6	1656681598022	1656681598063	OK	 
USER	TestPos	79	END	1656681597860	1656681598064
REQUEST	80		request_6	1656681598028	1656681598084	OK	 
USER	TestPos	80	END	1656681597908	1656681598084
REQUEST	82		request_2	1656681598039	1656681598084	OK	 
USER	TestPos	83	START	1656681598085	1656681598085
REQUEST	83		request_0	1656681598086	1656681598097	OK	 
REQUEST	83		request_1	1656681598097	1656681598101	OK	 
REQUEST	81		request_4	1656681598047	1656681598102	OK	 
REQUEST	82		request_3	1656681598085	1656681598103	OK	 
REQUEST	83		request_2	1656681598101	1656681598113	OK	 
REQUEST	81		request_5	1656681598102	1656681598116	OK	 
REQUEST	83		request_3	1656681598114	1656681598134	OK	 
REQUEST	81		request_6	1656681598116	1656681598148	OK	 
USER	TestPos	81	END	1656681597972	1656681598148
REQUEST	82		request_4	1656681598103	1656681598149	OK	 
USER	TestPos	84	START	1656681598150	1656681598150
REQUEST	84		request_0	1656681598150	1656681598161	OK	 
REQUEST	82		request_5	1656681598149	1656681598163	OK	 
REQUEST	84		request_1	1656681598161	1656681598164	OK	 
REQUEST	83		request_4	1656681598134	1656681598175	OK	 
REQUEST	82		request_6	1656681598163	1656681598192	OK	 
USER	TestPos	82	END	1656681598028	1656681598193
REQUEST	84		request_2	1656681598165	1656681598195	OK	 
USER	TestPos	85	START	1656681598210	1656681598210
REQUEST	83		request_5	1656681598176	1656681598215	OK	 
REQUEST	84		request_3	1656681598196	1656681598216	OK	 
REQUEST	85		request_0	1656681598211	1656681598220	OK	 
REQUEST	85		request_1	1656681598220	1656681598228	OK	 
REQUEST	83		request_6	1656681598216	1656681598249	OK	 
USER	TestPos	83	END	1656681598085	1656681598249
REQUEST	84		request_4	1656681598217	1656681598258	OK	 
USER	TestPos	86	START	1656681598259	1656681598259
REQUEST	85		request_2	1656681598229	1656681598265	OK	 
REQUEST	86		request_0	1656681598260	1656681598269	OK	 
REQUEST	86		request_1	1656681598269	1656681598273	OK	 
REQUEST	84		request_5	1656681598258	1656681598285	OK	 
REQUEST	85		request_3	1656681598265	1656681598286	OK	 
REQUEST	86		request_2	1656681598274	1656681598297	OK	 
REQUEST	84		request_6	1656681598285	1656681598313	OK	 
USER	TestPos	84	END	1656681598150	1656681598313
USER	TestPos	87	START	1656681598317	1656681598317
REQUEST	85		request_4	1656681598286	1656681598326	OK	 
REQUEST	87		request_0	1656681598317	1656681598328	OK	 
REQUEST	86		request_3	1656681598298	1656681598328	OK	 
REQUEST	87		request_1	1656681598328	1656681598332	OK	 
REQUEST	85		request_5	1656681598327	1656681598345	OK	 
REQUEST	87		request_2	1656681598332	1656681598354	OK	 
REQUEST	85		request_6	1656681598345	1656681598378	OK	 
USER	TestPos	85	END	1656681598210	1656681598379
USER	TestPos	88	START	1656681598379	1656681598379
REQUEST	86		request_4	1656681598329	1656681598385	OK	 
REQUEST	87		request_3	1656681598355	1656681598386	OK	 
REQUEST	88		request_0	1656681598380	1656681598388	OK	 
REQUEST	88		request_1	1656681598388	1656681598395	OK	 
REQUEST	86		request_5	1656681598386	1656681598402	OK	 
REQUEST	88		request_2	1656681598395	1656681598414	OK	 
REQUEST	86		request_6	1656681598403	1656681598436	OK	 
USER	TestPos	86	END	1656681598259	1656681598437
USER	TestPos	89	START	1656681598436	1656681598436
REQUEST	87		request_4	1656681598386	1656681598438	OK	 
REQUEST	89		request_0	1656681598437	1656681598449	OK	 
REQUEST	89		request_1	1656681598449	1656681598453	OK	 
REQUEST	88		request_3	1656681598415	1656681598454	OK	 
REQUEST	87		request_5	1656681598438	1656681598460	OK	 
REQUEST	89		request_2	1656681598453	1656681598470	OK	 
REQUEST	87		request_6	1656681598460	1656681598494	OK	 
USER	TestPos	87	END	1656681598317	1656681598495
REQUEST	89		request_3	1656681598470	1656681598506	OK	 
REQUEST	88		request_4	1656681598454	1656681598509	OK	 
USER	TestPos	90	START	1656681598510	1656681598510
REQUEST	90		request_0	1656681598510	1656681598519	OK	 
REQUEST	90		request_1	1656681598519	1656681598522	OK	 
REQUEST	88		request_5	1656681598510	1656681598529	OK	 
USER	TestPos	91	START	1656681598569	1656681598569
REQUEST	91		request_0	1656681598569	1656681598578	OK	 
REQUEST	91		request_1	1656681598578	1656681598581	OK	 
REQUEST	88		request_6	1656681598529	1656681598616	OK	 
USER	TestPos	88	END	1656681598379	1656681598616
REQUEST	90		request_2	1656681598523	1656681598616	OK	 
REQUEST	89		request_4	1656681598507	1656681598617	OK	 
USER	TestPos	92	START	1656681598627	1656681598627
REQUEST	92		request_0	1656681598627	1656681598633	OK	 
REQUEST	89		request_5	1656681598617	1656681598635	OK	 
REQUEST	90		request_3	1656681598617	1656681598636	OK	 
REQUEST	92		request_1	1656681598633	1656681598637	OK	 
USER	TestPos	93	START	1656681598690	1656681598690
REQUEST	89		request_6	1656681598636	1656681598695	OK	 
USER	TestPos	89	END	1656681598436	1656681598696
REQUEST	91		request_2	1656681598581	1656681598696	OK	 
REQUEST	92		request_2	1656681598637	1656681598698	OK	 
REQUEST	93		request_0	1656681598690	1656681598699	OK	 
REQUEST	93		request_1	1656681598699	1656681598703	OK	 
REQUEST	90		request_4	1656681598636	1656681598716	OK	 
REQUEST	91		request_3	1656681598697	1656681598716	OK	 
REQUEST	92		request_3	1656681598698	1656681598716	OK	 
REQUEST	90		request_5	1656681598716	1656681598731	OK	 
REQUEST	93		request_2	1656681598703	1656681598731	OK	 
REQUEST	93		request_3	1656681598732	1656681598747	OK	 
USER	TestPos	94	START	1656681598759	1656681598759
REQUEST	94		request_0	1656681598761	1656681598768	OK	 
REQUEST	90		request_6	1656681598731	1656681598771	OK	 
USER	TestPos	90	END	1656681598510	1656681598771
REQUEST	92		request_4	1656681598717	1656681598772	OK	 
REQUEST	94		request_1	1656681598769	1656681598774	OK	 
REQUEST	91		request_4	1656681598717	1656681598789	OK	 
REQUEST	92		request_5	1656681598773	1656681598800	OK	 
REQUEST	93		request_4	1656681598748	1656681598801	OK	 
REQUEST	94		request_2	1656681598774	1656681598801	OK	 
USER	TestPos	95	START	1656681598818	1656681598818
REQUEST	91		request_5	1656681598790	1656681598825	OK	 
